,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
272,1967,NBA,1,3,CHI,Clem Haskins\haskicl01,23.302,G,us,Western Kentucky University,1968,1976,681,25.9,12.8,3.1,3.5,0.2,0.0,.449,.449,,.792,35.8,.097
273,1974,NBA,1,8,CLE,Campy Russell\russeca02,22.142,F,us,University of Michigan,1975,1985,566,29.6,15.8,4.8,3.0,1.0,0.2,.459,.461,.366,.772,35.8,.103
274,1992,NBA,1,4,DAL,Jim Jackson\jacksji01,21.259,G,us,Ohio State University,1993,2006,885,32.8,14.3,4.7,3.2,0.8,0.2,.428,.445,.365,.825,35.8,.059
275,1980,NBA,1,1,GSW,Joe Barry Carroll\carrojo01,21.327,C-F,us,Purdue University,1981,1991,705,32.4,17.7,7.7,1.8,1.0,1.6,.474,.475,.000,.747,35.6,.075
276,1978,NBA,1,4,NYK,Micheal Ray Richardson\richami01,23.065,G-F,us,University of Montana,1979,1986,556,33.4,14.8,5.5,7.0,2.6,0.4,.457,.477,.220,.690,35.2,.091
277,1997,NBA,1,7,NJN,Tim Thomas\thomati01,20.124,F,us,Villanova University,1998,2010,824,25.9,11.5,4.1,1.5,0.7,0.4,.437,.470,.369,.758,35.2,.079
278,1958,NBA,1,6,STL,Dave Gambee\gambeda01,21.011,F,us,Oregon State University,1959,1970,750,19.6,10.6,5.2,1.0,,,.420,.420,,.822,35.1,.115
279,1982,NBA,1,5,KCK,LaSalle Thompson\thompla01,21.011,C-F,us,University of Texas at Austin,1983,1997,985,21.6,7.9,6.8,1.2,0.8,1.0,.492,.493,.154,.737,35.0,.079
280,2008,NBA,1,9,CHA,D.J. Augustin\augusdj01,20.234,G,us,University of Texas at Austin,2009,2018,726,23.6,9.6,1.8,3.8,0.6,0.0,.407,.430,.376,.863,35.0,.098
281,2015,NBA,1,1,MIN,Karl-Anthony Towns\townska01,19.227,C-F,us,University of Kentucky,2016,2018,246,34.9,21.6,11.7,2.4,0.7,1.4,.543,.575,.387,.836,34.9,.196
282,1973,NBA,1,8,PHO,Mike Bantom\bantomi01,21.148,F-C,us,Saint Joseph's University,1974,1982,706,27.9,12.1,6.4,2.3,0.9,0.7,.468,.469,.200,.692,34.8,.085
283,1989,NBA,1,2,LAC,Danny Ferry\ferryda01,22.259,F,us,Duke University,1991,2003,917,19.8,7.0,2.8,1.3,0.4,0.3,.446,.470,.393,.840,34.8,.092
284,1971,NBA,1,3,BUF,Elmore Smith\smithel01,21.329,C,us,Kentucky State University,1972,1979,562,31.8,13.4,10.6,1.4,0.6,2.1,.482,.482,,.579,34.7,.093
285,1982,NBA,1,6,NYK,Trent Tucker\tucketr01,22.197,G,us,University of Minnesota,1983,1993,756,20.7,8.2,2.0,2.0,0.9,0.1,.461,.478,.408,.754,34.3,.105
286,2008,NBA,1,1,CHI,Derrick Rose\rosede01,19.270,G,us,University of Memphis,2009,2018,495,33.8,18.9,3.6,5.7,0.8,0.4,.451,.479,.296,.822,34.2,.098
287,2011,NBA,1,3,UTA,Enes Kanter\kanteen01,19.038,C,ch,,2012,2018,516,21.9,11.7,7.3,0.7,0.4,0.5,.539,.545,.294,.779,34.1,.145
288,1992,NBA,1,7,SAC,Walt Williams\williwa02,22.075,F-G,us,University of Maryland,1993,2003,708,26.6,11.8,3.9,2.3,0.9,0.6,.425,.451,.379,.743,33.9,.087
289,1977,NBA,1,1,MIL,Kent Benson\bensoke01,22.171,C,us,Indiana University,1978,1988,680,23.1,9.1,5.7,1.8,0.9,0.9,.493,.495,.206,.757,33.6,.103
290,1977,NBA,1,6,LAL,Kenny Carr\carrke01,21.305,F,us,North Carolina State University,1978,1987,674,25.5,11.6,7.4,1.4,0.7,0.4,.510,.512,.079,.684,33.6,.094
291,1966,NBA,1,3,SFW,Clyde Lee\leecl01,22.063,F-C,us,Vanderbilt University,1967,1976,742,26.8,7.7,10.3,1.1,0.1,0.1,.432,.432,,.614,33.5,.081
292,1990,NBA,1,4,ORL,Dennis Scott\scottde01,21.300,F,us,Georgia Institute of Technology,1991,2000,629,28.6,12.9,2.8,2.1,0.8,0.3,.417,.431,.397,.793,33.4,.089
293,1969,NBA,1,6,SDR,Bingo Smith\smithbi02,23.046,F-G,us,University of Tulsa,1970,1980,865,25.9,12.6,4.2,2.0,0.5,0.2,.449,.450,.284,.798,33.3,.071
294,2004,NBA,1,3,CHI,Ben Gordon\gordobe01,21.087,G,gb,University of Connecticut,2005,2015,744,27.4,14.9,2.5,2.5,0.7,0.2,.432,.447,.401,.857,33.3,.078
295,1966,NBA,1,8,BOS,Jim Barnett\barneji02,21.313,G-F,us,University of Oregon,1967,1977,732,23.8,11.7,3.1,3.0,0.2,0.0,.435,.435,,.797,33.2,.092
296,1961,NBA,1,3,CIN,Larry Siegfried\siegfla01,21.315,F,us,Ohio State University,1964,1972,550,24.8,10.8,2.8,3.5,,,.409,.409,,.854,33.1,.116
297,1971,NBA,1,1,CLE,Austin Carr\carrau01,23.024,G,us,University of Notre Dame,1972,1981,682,28.8,15.4,2.9,2.8,0.6,0.1,.449,.449,.154,.804,32.9,.080
298,1993,NBA,1,10,DET,Lindsey Hunter\hunteli01,22.215,G,us,Jackson State University,1994,2010,937,24.8,8.5,2.2,2.7,1.2,0.2,.388,.405,.360,.746,32.9,.068
299,1969,NBA,1,10,ATL,Butch Beard\beardbu01,21.344,G,us,University of Louisville,1970,1979,605,23.6,9.3,3.4,3.6,0.8,0.1,.487,.487,,.771,32.8,.110
300,1992,NBA,1,5,DEN,LaPhonso Ellis\ellisla01,22.056,F,us,University of Notre Dame,1993,2003,624,28.2,11.9,6.5,1.6,0.7,0.8,.452,.473,.302,.730,32.8,.
301,1985,NBA,1,3,LAC,Benoit Benjamin\benjabe01,20.213,C,us,Creighton University,1986,2000,807,27.2,11.4,7.5,1.3,0.6,2.0,.497,.498,.048,.721,32.7,.072
302,1998,NBA,1,8,PHI,Larry Hughes\hughela01,19.157,G,us,Saint Louis University,1999,2012,727,30.8,14.1,4.2,3.1,1.5,0.4,.406,.428,.309,.757,32.3,.069
303,1968,NBA,1,3,SEA,Bob Kauffman\kauffbo01,21.332,F-C,us,Guilford College,1969,1975,525,25.8,11.5,7.0,2.7,0.1,0.0,.477,.477,,.749,31.5,.111
304,2008,NBA,1,7,LAC,Eric Gordon\gordoer01,19.188,G,us,Indiana University,2009,2018,561,33.2,16.7,2.5,3.1,1.0,0.3,.430,.474,.376,.816,31.0,.080
305,1961,NBA,1,4,DET,Ray Scott\scottra01,22.264,F-C,us,University of Portland,1962,1970,684,31.2,14.9,10.5,2.4,,,.405,.405,,.720,30.8,.069
306,1996,NBA,1,7,LAC,Lorenzen Wright\wrighlo02,20.240,F-C,us,University of Memphis,1997,2009,778,23.8,8.0,6.4,0.8,0.6,0.7,.459,.461,.069,.645,30.5,.079
307,1983,NBA,1,2,IND,Steve Stipanovich\stipast01,22.228,C,us,University of Missouri,1984,1988,403,31.2,13.2,7.8,2.3,1.0,0.9,.484,.489,.179,.796,30.4,.116
308,1969,NBA,1,2,PHO,Neal Walk\walkne01,20.257,C,us,University of Florida,1970,1977,568,24.4,12.6,7.7,2.1,0.2,0.2,.459,.459,,.758,30.3,.105
309,1960,NBA,1,3,NYK,Darrall Imhoff\imhofda01,21.188,C,us,University of California,1961,1972,801,22.3,7.2,7.6,1.8,,,.458,.458,,.594,30.1,.081
310,2009,NBA,1,10,MIL,Brandon Jennings\jennibr01,19.280,G,us,,2010,2018,555,30.3,14.1,3.0,5.7,1.2,0.2,.387,.412,.345,.796,29.9,.085
311,1973,NBA,1,2,CLE,Jim Brewer\breweji01,21.148,F-C,us,University of Minnesota,1974,1982,703,22.7,5.8,6.3,1.5,0.8,0.7,.448,.449,.077,.571,29.3,.088
312,1985,NBA,1,5,ATL,Jon Koncak\koncajo01,22.038,C-F,us,Southern Methodist University,1986,1996,784,20.9,4.5,4.9,1.0,0.7,1.0,.470,.477,.226,.597,29.2,.085
313,2012,NBA,1,3,WAS,Bradley Beal\bealbr01,19.005,G,us,University of Florida,2013,2018,406,33.9,18.7,3.7,3.4,1.1,0.3,.446,.474,.393,.795,28.9,.101
314,1991,NBA,1,3,SAC,Billy Owens\owensbi01,22.061,F-G,us,Syracuse University,1992,2001,600,29.4,11.7,6.7,2.8,0.9,0.5,.481,.491,.291,.629,28.6,.078
315,2009,NBA,1,5,MIN,Ricky Rubio\rubiori01,18.252,G,es,,2012,2018,430,31.3,10.8,4.3,7.9,2.0,0.1,.385,.407,.325,.836,28.5,.102
316,1975,NBA,1,3,ATL,Marvin Webster\webstma01,23.051,C,us,Morgan State University,1977,1987,579,22.4,7.1,7.0,1.2,0.4,1.4,.489,.489,.333,.617,28.1,.104
317,2009,NBA,1,4,SAC,Tyreke Evans\evansty01,19.284,G-F,us,University of Memphis,2010,2018,525,32.1,16.5,4.8,5.1,1.3,0.4,.445,.473,.318,.759,28.1,.080
318,1951,NBA,1,2,TRI,Mel Hutchins\hutchme01,22.159,F-C,us,Brigham Young University,1952,1958,437,37.9,11.1,9.6,3.0,,,.389,.389,,.673,27.9,.081
319,1988,NBA,1,10,SAS,Willie Anderson\anderwi01,21.177,G-F,us,University of Georgia,1989,1997,555,28.8,12.2,3.8,3.8,1.1,0.6,.471,.485,.266,.786,27.9,.084
320,2004,NBA,1,4,LAC,Shaun Livingston\livinsh01,18.291,G,us,,2005,2018,769,21.1,6.5,2.4,3.1,0.7,0.4,.485,.490,.183,.794,27.9,.083
321,1964,NBA,1,7,BOS,Mel Counts\countme01,22.206,C-F,us,Oregon State University,1965,1976,789,17.4,8.3,6.0,1.4,0.1,0.1,.435,.435,,.764,27.7,.097
322,1973,NBA,1,9,ATL,Dwight Jones\jonesdw01,21.062,F-C,us,University of Houston,1974,1983,766,21.5,8.1,5.9,1.2,0.6,0.5,.471,.471,.500,.740,27.6,.081
323,1974,NBA,1,9,BUF,Tom McMillen\mcmilto01,22.007,F-C,us,University of Maryland,1976,1986,729,20.3,8.1,4.0,1.1,0.3,0.3,.483,.484,.120,.806,27.2,.088
324,1980,NBA,1,8,PHI,Andrew Toney\toneyan01,22.205,G,us,University of Louisiana at Lafayette,1981,1988,468,26.9,15.9,2.2,4.2,0.8,0.2,.500,.512,.342,.797,26.9,.103
325,1981,NBA,1,7,KCK,Steve Johnson\johnsst03,23.224,C-F,us,Oregon State University,1982,1991,626,21.8,11.7,5.5,1.2,0.5,0.8,.572,.573,.000,.634,26.9,.095
326,1984,NBA,1,2,POR,Sam Bowie\bowiesa01,23.100,C-F,us,University of Kentucky,1985,1995,511,27.6,10.9,7.5,2.1,0.5,1.8,.452,.456,.302,.748,26.9,.091
327,2002,NBA,1,8,LAC,Chris Wilcox\wilcoch01,19.301,F,us,University of Maryland,2003,2013,628,19.9,8.2,4.9,0.7,0.5,0.4,.541,.543,.000,.643,26.9,.103
328,1966,NBA,1,9,PHI,Matt Guokas\guokama02,22.081,G-F,us,Saint Joseph's University,1967,1976,735,22.6,5.8,2.0,3.0,0.2,0.1,.489,.489,,.727,26.7,.077
329,1989,NBA,1,10,MIN,Pooh Richardson\richapo01,23.050,G,us,University of California Los Angeles,1990,1999,639,30.4,11.1,2.8,6.5,1.3,0.2,.444,.465,.329,.652,26.7,.066
330,2007,NBA,1,8,CHA,Brandan Wright\wrighbr03,19.271,F-C,us,University of North Carolina,2008,2018,428,16.2,7.0,3.6,0.5,0.5,1.0,.607,.610,.000,.674,26.2,.181
331,1970,NBA,1,8,POR,Geoff Petrie\petrige01,21.345,G,us,Princeton University,1971,1976,446,37.6,21.8,2.8,4.6,0.6,0.1,.455,.455,,.805,26.1,.075
332,2012,NBA,1,7,GSW,Harrison Barnes\barneha02,20.034,F,us,University of North Carolina,2013,2018,463,30.4,13.1,4.9,1.5,0.7,0.2,.451,.481,.367,.789,26.1,.089
333,1987,NBA,1,4,LAC,Reggie Williams\willire01,23.114,F-G,us,Georgetown University,1988,1997,599,26.7,12.5,4.0,2.5,1.3,0.7,.437,.468,.298,.784,26.0,.078
334,2013,NBA,1,3,WAS,Otto Porter\porteot01,20.029,F,us,Georgetown University,2014,2018,343,26.4,10.5,4.9,1.4,1.1,0.4,.487,.534,.404,.789,25.8,.137
335,2004,NBA,1,6,ATL,Josh Childress\childjo01,21.010,G-F,us,Stanford University,2005,2014,391,26.7,9.1,4.7,1.6,0.9,0.5,.522,.548,.329,.779,25.7,.118
336,1990,NBA,1,3,DEN,Mahmoud Abdul-Rauf\abdulma02,21.115,G,us,Louisiana State University,1991,2001,586,26.7,14.6,1.9,3.5,0.8,0.1,.442,.460,.354,.905,25.2,.077
337,1992,NBA,1,10,ATL,Adam Keefe\keefead01,22.128,F,us,Stanford University,1993,2001,617,16.7,5.0,4.1,0.7,0.5,0.3,.502,.505,.071,.714,24.9,.116
338,1968,NBA,1,6,DET,Otto Moore\mooreot01,21.287,C-F,us,University of Texas-Pan American,1969,1977,682,24.8,8.2,8.2,1.6,0.3,0.5,.453,.453,,.609,24.7,.070
339,1976,NBA,1,7,MIL,Quinn Buckner\bucknqu01,21.298,G,us,Indiana University,1977,1986,719,22.6,8.2,2.7,4.3,1.9,0.1,.461,.463,.184,.657,24.7,.073
340,1988,NBA,1,8,CHH,Rex Chapman\chapmre01,20.272,G,us,University of Kentucky,1989,2000,666,29.3,14.6,2.5,2.7,0.9,0.2,.430,.459,.350,.800,24.7,.061
341,2005,NBA,1,6,POR,Martell Webster\webstma02,18.211,G-F,us,,2006,2015,580,24.0,8.7,3.1,1.0,0.5,0.3,.418,.454,.382,.791,24.7,.085
342,1989,NBA,1,7,IND,George McCloud\mccloge01,22.037,G-F,us,Florida State University,1990,2002,766,22.8,9.0,3.1,2.3,0.8,0.2,.402,.434,.358,.810,24.6,.068
343,2003,NBA,1,6,LAC,Chris Kaman\kamanch01,21.064,C,us,Central Michigan University,2004,2016,735,26.7,11.2,7.6,1.3,0.4,1.3,.489,.490,.042,.743,24.6,.060
344,1974,NBA,1,4,PHO,John Shumate\shumajo01,22.057,F-C,us,University of Notre Dame,1976,1981,318,28.9,12.3,7.5,1.8,1.0,0.7,.516,.516,.000,.720,24.5,.128
345,1963,NBA,1,4,DET,Eddie Miles\milesed01,22.304,G-F,us,Seattle University,1964,1972,605,25.9,13.4,3.1,2.0,,,.440,.440,,.747,24.4,.075
346,1959,NBA,1,3,MNL,Tom Hawkins\hawkito01,22.104,F,us,University of Notre Dame,1960,1969,764,24.2,8.7,6.0,1.1,,,.447,.447,,.570,24.1,.063
347,1964,NBA,1,2,DET,Joe Caldwell\caldwjo01,22.190,F-G,us,Arizona State University,1965,1970,468,29.6,15.2,5.1,2.7,,,.459,.459,,.634,23.9,.083
348,1968,NBA,1,9,SFW,Ron Williams\williro01,23.259,G,us,West Virginia University,1969,1976,516,22.2,9.3,1.9,3.5,0.1,0.0,.441,.441,,.833,23.5,.098
349,2006,NBA,1,7,BOS,Randy Foye\foyera01,22.283,G,us,Villanova University,2007,2017,752,25.6,10.3,2.2,2.8,0.7,0.3,.401,.429,.366,.852,23.5,.058
350,1975,NBA,1,10,KCK,Bill Robinzine\robinbi01,22.134,F,us,DePaul University,1976,1982,529,21.6,10.5,6.1,1.1,1.1,0.2,.482,.482,.250,.749,23.3,.098
351,1978,NBA,1,2,KCK,Phil Ford\fordph01,22.126,G,us,University of North Carolina,1979,1985,482,28.0,11.6,1.8,6.4,1.2,0.1,.467,.474,.210,.820,23.3,.083
352,1993,NBA,1,6,WSB,Calbert Cheaney\cheanca01,21.354,G-F,us,Indiana University,1994,2006,825,26.7,9.5,3.2,1.7,0.8,0.2,.466,.483,.298,.691,23.1,.050
353,2000,NBA,1,9,HOU,Joel Przybilla\przybjo01,20.267,C,us,University of Minnesota,2001,2013,592,19.8,3.9,6.2,0.4,0.3,1.4,.552,.553,.000,.557,23.0,.094
354,1974,NBA,1,3,SEA,Tom Burleson\burleto01,22.099,C,us,North Carolina State University,1975,1981,446,21.1,9.4,6.3,1.3,0.7,1.3,.445,.445,.000,.726,22.9,.117
355,1975,NBA,1,6,POR,Lionel Hollins\hollili01,21.227,G,us,Arizona State University,1976,1985,673,27.4,11.6,2.4,4.5,1.6,0.3,.444,.448,.149,.741,22.9,.059
356,1991,NBA,1,10,ORL,Bison Dele\delebi01,22.086,F-C,us,University of Arizona,1992,1999,413,24.2,11.0,6.2,1.1,0.8,0.9,.528,.529,.143,.691,22.8,.109
357,1993,NBA,1,5,MIN,Isaiah Rider\rideris01,22.116,G,us,University of Nevada Las Vegas,1994,2002,563,31.7,16.7,3.8,2.7,0.7,0.2,.443,.471,.352,.812,22.8,.061
358,2005,NBA,1,7,TOR,Charlie Villanueva\villach01,20.313,F,us,University of Connecticut,2006,2016,656,20.7,10.4,4.6,0.8,0.5,0.5,.435,.484,.341,.772,22.6,.080
359,2007,NBA,1,10,SAC,Spencer Hawes\hawessp01,19.065,C-F,us,University of Washington,2008,2017,684,22.7,8.7,5.7,1.9,0.4,1.0,.457,.482,.350,.716,22.6,.070
360,1989,NBA,1,5,CHH,J.R. Reid\reidjr01,21.093,F,us,University of North Carolina,1990,2001,672,22.9,8.5,5.0,1.0,0.8,0.4,.472,.475,.135,.716,22.5,.070
361,1964,NBA,1,4,PHI,Luke Jackson\jackslu01,22.191,F-C,us,University of Texas-Pan American,1965,1972,522,26.4,9.9,8.8,1.6,,,.415,.415,,.722,22.3,.078
362,1997,NBA,1,10,MIL,Danny Fortson\fortsda01,21.095,F,us,University of Cincinnati,1998,2007,440,20.1,8.2,7.2,0.7,0.4,0.2,.472,.473,.167,.785,22.3,.121
363,2013,NBA,1,10,POR,C.J. McCollum\mccolcj01,21.287,G,us,Lehigh University,2014,2018,341,29.2,17.2,3.0,2.9,0.9,0.3,.454,.476,.408,.842,22.2,.107
364,1974,NBA,1,7,ATL,Tom Henderson\hendeto01,22.128,G,us,University of Hawaii,1975,1983,650,27.2,9.4,2.3,4.8,1.2,0.1,.433,.434,.000,.739,22.1,.060
365,1950,NBA,1,4,WSC,Dick Schnittker\schnidi01,21.338,F,us,Ohio State University,1951,1958,364,18.5,8.3,3.8,1.3,,,.379,.379,,.825,22.0,.157
366,1980,NBA,1,2,UTA,Darrell Griffith\griffda01,22.000,G,us,University of Louisville,1981,1991,765,28.0,16.2,3.3,2.1,1.2,0.3,.463,.485,.332,.707,22.0,.049
367,2013,NBA,1,2,ORL,Victor Oladipo\oladivi01,21.059,G,us,Indiana University,2014,2018,366,33.4,17.4,4.5,3.8,1.7,0.5,.445,.483,.353,.800,21.9,.086
368,1986,NBA,1,10,SAS,Johnny Dawkins\dawkijo01,22.268,G,us,Duke University,1987,1995,541,27.5,11.1,2.5,5.5,1.1,0.1,.456,.471,.330,.857,21.8,.070
369,1989,NBA,1,1,SAC,Pervis Ellison\ellispe01,22.091,F-C,us,University of Louisville,1990,2001,474,24.5,9.5,6.7,1.5,0.6,1.6,.510,.513,.050,.689,21.8,.090
370,2008,NBA,1,3,MIN,O.J. Mayo\mayooj01,20.239,G,us,University of Southern California,2009,2016,547,30.9,13.8,3.1,2.9,1.0,0.3,.429,.459,.373,.820,21.8,.062
371,2001,NBA,1,4,CHI,Eddy Curry\curryed01,18.209,C,us,,2002,2013,527,24.9,12.9,5.2,0.5,0.3,0.7,.545,.544,1.000,.642,21.7,.080
372,2010,NBA,1,8,LAC,Al-Farouq Aminu\aminual01,19.281,F,us,Wake Forest University,2011,2018,589,24.8,7.5,5.9,1.2,1.0,0.6,.421,.464,.336,.726,21.6,.071
373,2007,NBA,1,7,MIN,Corey Brewer\breweco01,21.120,F-G,us,University of Florida,2008,2018,783,23.3,8.9,2.8,1.5,1.3,0.3,.425,.480,.283,.713,21.5,.057
374,2000,NBA,1,2,VAN,Stromile Swift\swiftst01,20.225,F,us,Louisiana State University,2001,2009,547,19.8,8.4,4.6,0.5,0.6,1.2,.473,.476,.074,.699,21.3,.095
375,1982,NBA,1,8,IND,Clark Kellogg\kellocl01,21.002,F,us,Ohio State University,1983,1987,260,32.7,18.9,9.5,2.9,1.5,0.4,.497,.500,.338,.757,20.9,.118
376,1990,NBA,1,6,MIN,Felton Spencer\spencfe01,22.169,C,us,University of Louisville,1991,2002,640,19.2,5.2,5.4,0.3,0.4,0.8,.484,.484,.000,.658,20.9,.081
377,2011,NBA,1,7,SAC,Bismack Biyombo\biyombi01,18.303,C-F,cd,,2012,2018,529,20.9,5.0,6.5,0.5,0.3,1.4,.513,.514,.000,.566,20.9,.091
378,1969,NBA,1,8,CIN,Herm Gilliam\gillihe01,22.343,G-F,us,Purdue University,1970,1977,578,26.0,10.8,3.8,3.8,0.6,0.1,.441,.441,,.792,20.8,.066
379,2001,NBA,1,1,WAS,Kwame Brown\brownkw01,19.114,F,us,,2002,2013,607,22.1,6.6,5.5,0.9,0.5,0.6,.492,.493,.111,.570,20.8,.074
380,1965,NBA,1,3,NYK,Dave Stallworth\stallda01,23.143,F-C,us,Wichita State University,1966,1975,522,20.1,9.3,4.7,1.7,0.1,0.0,.438,.438,,.732,20.3,.093
381,2013,NBA,1,4,CHA,Cody Zeller\zelleco01,20.270,C-F,us,Indiana University,2014,2018,312,22.5,7.9,5.6,1.3,0.7,0.7,.504,.506,.250,.732,20.2,.138
382,1983,NBA,1,1,HOU,Ralph Sampson\sampsra01,22.361,C-F,us,University of Virginia,1984,1992,456,29.8,15.4,8.8,2.3,0.9,1.6,.486,.489,.172,.661,20.1,.071
383,1986,NBA,1,7,DAL,Roy Tarpley\tarplro01,21.206,C-F,us,University of Michigan,1987,1995,280,26.7,12.6,10.0,1.0,1.1,1.2,.483,.487,.176,.744,19.8,.127
384,1994,NBA,1,7,LAC,Lamond Murray\murrala01,21.075,F,us,University of California,1995,2006,736,25.1,11.3,4.1,1.3,0.9,0.4,.430,.447,.360,.759,19.8,.052
385,2013,NBA,1,8,DET,Kentavious Caldwell-Pope\caldwke01,20.134,G,us,University of Georgia,2014,2018,388,30.8,12.0,3.4,1.7,1.2,0.2,.409,.462,.345,.786,19.8,.080
386,1985,NBA,1,6,SAC,Joe Kleine\kleinjo01,23.171,C,us,University of Arkansas,1986,2000,965,15.2,4.8,4.1,0.6,0.3,0.3,.453,.455,.271,.794,19.1,.062
387,1962,NBA,1,4,SYR,Len Chappell\chapple01,21.059,F-C,us,Wake Forest University,1963,1971,591,17.9,9.5,5.3,0.7,,,.452,.452,,.691,19.0,.086
388,2006,NBA,1,1,TOR,Andrea Bargnani\bargnan01,20.250,F-C,it,,2007,2016,550,28.7,14.3,4.6,1.2,0.4,0.9,.439,.470,.354,.824,18.9,.057
389,1997,NBA,1,8,GSW,Adonal Foyle\foylead01,22.114,C,vc,Colgate University,1998,2009,733,17.8,4.1,4.7,0.5,0.4,1.6,.477,.477,.000,.499,18.7,.069
390,2012,NBA,1,2,CHA,Michael Kidd-Gilchrist\kiddgmi01,18.280,F,us,University of Kentucky,2013,2018,357,26.7,9.1,5.9,1.2,0.7,0.7,.477,.481,.194,.707,18.7,.094
391,2000,NBA,1,10,ORL,Keyon Dooling\doolike01,20.056,G,us,University of Missouri,2001,2013,728,19.4,7.0,1.3,2.2,0.6,0.1,.416,.443,.349,.799,18.5,.063
392,2010,NBA,1,2,PHI,Evan Turner\turneev01,21.245,G,us,Ohio State University,2011,2018,613,27.9,10.2,4.8,3.5,0.8,0.3,.433,.456,.301,.788,18.5,.052
393,1954,NBA,1,1,BLB,Frank Selvy\selvyfr01,21.171,G-F,us,Furman University,1955,1964,565,26.4,10.8,3.7,2.8,,,.394,.394,,.728,17.9,.058
394,1980,NBA,1,4,CHI,Kelvin Ransey\ranseke01,22.044,G,us,Ohio State University,1981,1986,474,24.4,11.4,1.9,5.2,1.0,0.1,.454,.464,.132,.782,17.9,.074
395,1986,NBA,1,5,NYK,Kenny Walker\walkeke01,21.308,F,us,University of Kentucky,1987,1995,448,20.2,7.0,4.0,0.7,0.5,0.7,.485,.489,.206,.749,17.9,.095
396,1949,BAA,1,9,CHS,Jack Kerris\kerrija01,24.056,F-C,us,Loyola University of Chicago,1950,1953,271,13.2,7.6,4.7,2.5,,,.363,.363,,.662,17.8,.240
397,1968,NBA,1,5,CIN,Zaid Abdul-Aziz\abdulza01,22.064,C-F,us,Iowa State University,1969,1978,505,21.8,9.0,8.0,1.2,0.3,0.4,.428,.428,,.728,17.5,.076
398,1991,NBA,1,7,MIN,Luc Longley\longllu01,22.163,C,au,University of New Mexico,1992,2001,567,21.2,7.2,4.9,1.5,0.5,1.0,.462,.463,.000,.760,17.5,.070
399,1992,NBA,1,8,MIL,Todd Day\dayto01,22.174,G-F,us,University of Arkansas,1993,2001,483,25.3,12.3,3.4,1.5,1.1,0.6,.406,.435,.345,.739,17.5,.069
400,1976,NBA,1,2,CHI,Scott May\maysc01,22.087,F,us,Indiana University,1977,1983,355,22.6,10.4,4.1,1.7,0.8,0.1,.462,.463,.000,.811,17.4,.104
401,1983,NBA,1,5,CHI,Sidney Green\greensi02,22.180,F-C,us,University of Nevada Las Vegas,1984,1993,679,19.5,7.5,6.1,0.9,0.5,0.3,.454,.457,.037,.738,17.4,.063
402,1978,NBA,1,7,POR,Ron Brewer\brewero01,22.272,G,us,University of Arkansas,1979,1986,501,25.7,11.9,1.9,1.8,1.0,0.5,.459,.464,.248,.824,17.3,.065
403,1963,NBA,1,2,BAL,Rod Thorn\thornro01,21.347,G,us,West Virginia University,1964,1971,466,22.3,10.8,3.1,2.6,,,.433,.433,,.723,17.2,.080
404,1990,NBA,1,7,SAC,Lionel Simmons\simmoli01,21.230,F,us,La Salle University,1991,1997,454,29.7,12.8,6.2,3.3,1.1,0.8,.433,.436,.305,.771,16.9,.060
405,2003,NBA,1,8,MIL,T.J. Ford\fordtj01,20.099,G,us,University of Texas at Austin,2004,2012,429,27.7,11.2,3.1,5.8,1.2,0.1,.433,.450,.289,.815,16.9,.068
406,1980,NBA,1,9,SDC,Michael Brooks\brookmi01,21.303,F,us,La Salle University,1981,1988,319,29.4,12.8,6.3,2.6,1.2,0.4,.486,.489,.152,.714,16.5,.085
407,2009,NBA,1,8,NYK,Jordan Hill\hilljo01,21.339,C-F,us,University of Arizona,2010,2017,409,18.8,7.9,5.8,0.8,0.4,0.7,.497,.499,.136,.699,16.4,.102
408,1979,NBA,1,6,SEA,James Bailey\baileja01,22.040,F-C,us,Rutgers University,1980,1988,595,19.5,8.8,5.0,0.8,0.5,0.9,.484,.485,.077,.703,16.3,.067
409,1981,NBA,1,10,NJN,Albert King\kingal01,21.180,F-G,us,University of Maryland,1982,1992,534,24.0,12.1,4.2,2.2,0.8,0.4,.461,.468,.268,.791,16.3,.061
410,1973,NBA,1,10,ATL,John Brown\brownjo01,21.137,F,de,University of Missouri,1974,1980,486,20.8,7.4,4.4,1.4,0.5,0.2,.453,.453,,.783,16.2,.077
411,1955,NBA,1,2,ROC,Maurice Stokes\stokema01,21.305,F-C,us,Saint Francis University,1956,1958,202,37.3,16.4,17.3,5.3,,,.351,.351,,.698,16.1,.102
412,1950,NBA,1,8,INO,Bob Lavoy\lavoybo01,23.306,F-C,us,Western Kentucky University,1951,1954,264,20.6,8.2,6.2,1.5,,,.384,.384,,.707,15.9,.140
413,1965,NBA,1,1,SFW,Fred Hetzel\hetzefr01,22.295,F-C,us,Davidson College,1966,1971,416,21.4,11.2,5.9,1.1,,,.421,.421,,.817,15.9,.086
414,1978,NBA,1,3,IND,Rick Robey\robeyri01,22.136,C-F,us,University of Kentucky,1979,1986,493,17.9,7.6,4.7,1.2,0.4,0.2,.501,.502,.125,.650,15.8,.086
