,,,,,,,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Shooting,Shooting,Shooting,Shooting,Advanced,Advanced
Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48
560,1949,BAA,1,6,BLB,Ron Livingstone\livinro01,23.169,C,,University of Wyoming,1950,1951,117,,6.3,2.5,1.9,,,.286,.286,,.692,2.4,
561,2011,NBA,1,10,MIL,Jimmer Fredette\fredeji01,22.123,G,us,Brigham Young University,2012,2016,235,13.4,6.0,1.0,1.4,0.4,0.0,.412,.432,.381,.876,2.4,.037
562,1961,NBA,1,9,BOS,Gary Phillips\phillga01,21.116,G,us,University of Houston,1962,1966,348,19.9,6.7,2.6,1.9,,,.370,.370,,.629,2.3,.016
563,1955,NBA,1,1,STL,Dick Ricketts\rickedi01,21.135,F-C,us,Duquesne University,1956,1958,212,26.8,9.3,6.3,2.1,,,.328,.328,,.692,2.1,.018
564,1995,NBA,1,8,POR,Shawn Respert\respesh01,23.148,G,us,Michigan State University,1996,1999,172,13.7,4.9,1.3,1.0,0.5,0.0,.414,.459,.340,.816,2.1,.043
565,1970,NBA,1,6,SEA,Jim Ard\ardji01,21.190,F-C,us,University of Cincinnati,1975,1978,218,12.2,3.5,3.8,0.7,0.2,0.4,.361,.361,,.695,2.0,.036
566,1972,NBA,1,1,POR,LaRue Martin\martila01,22.017,C,us,Loyola University of Chicago,1973,1976,271,14.0,5.3,4.6,0.7,0.2,0.4,.416,.416,,.685,1.9,.024
567,1989,NBA,1,8,DAL,Randy White\whitera01,21.241,F,us,Louisiana Tech University,1990,1994,281,19.2,7.4,4.9,0.6,0.7,0.5,.401,.417,.193,.707,1.9,.017
568,2001,NBA,1,9,DET,Rodney White\whitero02,21.004,F,us,University of North Carolina at Charlotte,2002,2005,218,15.4,7.1,2.2,1.1,0.5,0.3,.424,.452,.314,.749,1.8,.026
569,1947,BAA,1,9,WSC,Dick O'Keefe\okeefdi01,23.281,G-F,us,Santa Clara University,1948,1951,172,,5.2,0.2,0.9,,,.272,.272,,.640,1.7,
570,2014,NBA,1,5,UTA,Dante Exum\exumda01,18.353,G,au,,2015,2018,162,20.2,5.7,1.8,2.2,0.4,0.2,.395,.483,.306,.757,1.7,.025
571,2015,NBA,1,2,LAL,D'Angelo Russell\russeda01,19.127,G,us,Ohio State University,2016,2018,191,27.8,14.6,3.6,4.3,1.1,0.2,.409,.455,.344,.754,1.7,.015
572,1972,NBA,1,5,PHI,Freddie Boyd\boydfr01,21.307,G,us,Oregon State University,1973,1978,327,23.6,8.5,1.6,3.0,0.6,0.1,.414,.414,,.667,1.4,.009
573,1979,NBA,1,9,NYK,Larry Demic\demicla01,22.003,F-C,us,University of Arizona,1980,1982,206,15.5,4.7,3.9,0.5,0.3,0.2,.459,.461,.000,.580,1.4,.022
574,1994,NBA,1,6,PHI,Sharone Wright\wrighsh01,21.155,F-C,us,Clemson University,1995,1998,203,22.3,9.7,5.0,0.6,0.4,1.0,.456,.458,.083,.618,1.4,.015
575,1965,NBA,1,7,CIN,Nate Bowman\bowmana01,22.054,C,us,Wichita State University,1967,1971,243,8.9,2.9,3.3,0.7,,,.390,.390,,.527,1.3,.030
576,1995,NBA,1,9,NJN,Ed O'Bannon\obanned01,22.323,F,us,University of California Los Angeles,1996,1997,128,16.1,5.0,2.5,0.8,0.6,0.2,.367,.400,.222,.755,1.1,.025
577,1962,NBA,2,9,NYK,John Rudometkin\rudomjo01,21.298,F,us,University of Southern California,1963,1965,131,12.5,6.3,3.1,0.5,,,.399,.399,,.743,1.0,.030
578,1963,NBA,1,5,STL,Gerry Ward\wardge01,21.241,G,,Boston College,1964,1967,169,12.1,3.2,1.7,1.4,,,.356,.356,,.639,1.0,.023
579,2016,NBA,1,5,MIN,Kris Dunn\dunnkr01,22.103,G,us,Providence College,2017,2018,130,22.0,7.6,3.0,3.8,1.4,0.5,.413,.440,.309,.690,1.0,.016
580,1986,NBA,1,6,PHO,William Bedford\bedfowi01,22.191,C,us,University of Memphis,1987,1993,238,10.6,4.1,2.4,0.5,0.2,0.5,.416,.418,.318,.605,0.9,.017
581,1951,NBA,1,7,BOS,Ernie Barrett\barreer01,21.246,G-F,us,Kansas State University,1954,1956,131,16.0,4.9,2.6,1.7,,,.369,.369,,.748,0.8,.017
582,1967,NBA,1,10,SFW,Dave Lattin\lattida01,23.137,F-C,us,University of Texas at El Paso,1968,1969,112,11.1,4.5,3.8,0.6,,,.400,.400,,.644,0.7,.028
583,1972,NBA,1,7,SEA,Bud Stallworth\stallbu01,22.088,F-G,us,University of Kansas,1973,1977,313,17.5,7.7,2.8,0.7,0.4,0.2,.414,.414,,.686,0.7,.006
584,1963,NBA,1,6,PHI,Tom Hoover\hooveto01,22.102,C,us,Villanova University,1964,1967,100,12.7,3.5,4.3,0.6,,,.413,.413,,.591,0.6,.023
585,1971,NBA,1,4,CIN,Ken Durrett\durreke01,22.116,F,us,La Salle University,1972,1975,120,10.0,4.0,1.9,0.5,0.2,0.1,.434,.434,,.637,0.6,.025
586,2013,NBA,1,1,CLE,Anthony Bennett\bennean01,20.110,F,ca,University of Nevada Las Vegas,2014,2017,151,12.6,4.4,3.1,0.5,0.4,0.2,.392,.427,.261,.670,0.5,.013
587,1958,NBA,2,9,CIN,Vern Hatton\hattove01,22.105,G,us,University of Kentucky,1959,1962,225,16.3,5.5,2.4,1.4,,,.344,.344,,.735,0.3,.003
588,1960,NBA,2,9,CIN,Jay Arnette\arnetja01,21.119,G,us,University of Texas at Austin,1964,1966,114,10.3,3.7,1.0,1.2,,,.365,.365,,.760,0.1,.006
589,1990,NBA,1,8,LAC,Bo Kimble\kimblbo01,24.085,G,us,Loyola Marymount University,1991,1993,105,12.7,5.5,1.5,0.9,0.4,0.1,.386,.403,.291,.728,0.1,.004
590,1991,NBA,1,8,DEN,Mark Macon\maconma01,22.078,G,us,Temple University,1992,1999,251,20.0,6.7,1.9,1.7,1.4,0.1,.384,.393,.270,.735,0.1,.001
591,1959,NBA,2,9,PHW,Joe Ruklick\ruklijo01,20.245,F-C,us,Northwestern University,1960,1962,114,8.0,3.5,2.5,0.4,,,.366,.366,,.613,0.0,-0.001
592,2002,NBA,1,6,CLE,Dajuan Wagner\wagneda02,19.147,G,us,University of Memphis,2003,2007,103,21.4,9.4,1.4,1.9,0.7,0.1,.366,.385,.321,.770,0.0,.000
593,1980,NBA,1,5,DEN,James Ray\rayja01,22.324,F,us,Jacksonville University,1981,1983,103,8.2,3.2,2.2,0.7,0.4,0.4,.428,.429,.333,.629,-0.3,-0.017
594,2016,NBA,1,4,PHO,Dragan Bender\bendedr01,18.223,F,ba,,2017,2018,125,21.1,5.4,3.7,1.2,0.3,0.6,.378,.441,.345,.694,-0.3,-0.005
595,2004,NBA,1,8,TOR,Rafael Araujo\araujra01,23.322,C,br,Brigham Young University,2005,2007,139,11.4,2.8,2.8,0.3,0.4,0.1,.405,.407,.250,.679,-0.4,-0.013
596,1950,NBA,1,9,ROC,Joe McNamee\mcnamjo01,23.219,F-C,,University of San Francisco,1951,1952,118,5.9,2.4,2.0,0.5,,,.298,.298,,.620,-0.5,-0.038
597,1968,NBA,1,7,MIL,Charlie Paulk\paulkch01,21.361,F-C,us,Northeastern State University,1969,1972,120,13.7,6.2,3.9,0.3,,,.392,.392,,.611,-0.9,-0.026
598,2009,NBA,1,6,MIN,Jonny Flynn\flynnjo01,20.144,G,us,Syracuse University,2010,2012,163,22.9,9.2,1.9,3.9,0.7,0.0,.400,.420,.338,.809,-1.1,-0.015
599,1993,NBA,1,7,SAC,Bobby Hurley\hurlebo01,22.008,G,us,Duke University,1994,1998,269,15.5,3.8,1.1,3.3,0.4,0.0,.353,.377,.272,.769,-1.2,-0.014
600,2006,NBA,1,3,CHA,Adam Morrison\morriad01,21.349,F,us,Gonzaga University,2007,2010,161,20.4,7.5,2.1,1.4,0.2,0.1,.373,.391,.331,.710,-1.4,-0.021
601,2002,NBA,1,5,DEN,Nikoloz Tskitishvili\tskitni01,19.078,F,ge,,2003,2006,172,11.3,2.9,1.8,0.7,0.3,0.3,.304,.332,.235,.730,-1.6,-0.039
602,2015,NBA,1,7,DEN,Emmanuel Mudiay\mudiaem01,19.116,G,cd,,2016,2018,187,25.2,10.8,3.0,4.3,0.8,0.3,.374,.396,.317,.731,-2.0,-0.020
603,1984,NBA,1,8,LAC,Lancaster Gordon\gordola01,22.001,G,us,University of Louisville,1985,1988,201,12.8,5.6,1.3,1.5,0.6,0.2,.391,.400,.271,.767,-2.7,-0.050
